Vokabel;Uebersetzung;Status;Fundstelle;Band;Wortart;Beispielsatz;Hinweis
to think about sb/sth;an jdn/etw denken, über jdn/etw nachdenken;aktiv;1/C9;II;ph;That’s very difficult. I’ll have to *think about it*.;
character;Charakter, Figur;passiv;1/C9;II;s;;
what;welche(r, s);aktiv;1/C9;II;d;Can you tell me *what* kind of person he is?;
kind;Art, Sorte;passiv;1/C9;II;s;Can you tell me what kind of person he is?;
to plan;planen;aktiv;1/C9;II;v;We *are planning* to have a party tomorrow. – Great!;
polite;höflich;aktiv;1/C9;II;a;It’s not very *polite* to shout in a library.;
to start a business;ein Unternehmen gründen, hier: Handel treiben;passiv;1/C9;II;ph;;
to punish;(be)strafen;passiv;1/C9;II;v;;
to see;sehen, hier: verstehen;aktiv;1/C9;II;irr;I *see* why you’re angry.;
such;solch(er/es);aktiv;1/C9;II;a;I don’t think it’s *such* a big problem.;
to save money;Geld sparen;aktiv;1/C9;II;ph;He’s *saving* his *money* for a new bike.;ID 4754617
convincing;überzeugend;passiv;1/C9;II;a;;
language;Sprache;aktiv;1/C9;II;s;French, English and German are *languages*.;
to act;handeln, vorgehen, hier: schauspielern;aktiv;1/C9;II;v;Philip is *acting* in a play.;
as;als;passiv;1/C9;II;pr;;
to get sth started;etw ins Laufen bringen;passiv;2/A;II;ph;;
festival;Fest;passiv;2/A;II;s;;
special;besondere(r, s);aktiv;2/A1;II;a;My birthday is a *special* day for me.;
to celebrate;feiern;aktiv;2/A1;II;v;It’s your birthday. Let’s *celebrate*!;
Christmas;Weihnachten;aktiv;2/A1;II;s;;
decoration;Dekoration, (Christbaum)schmuck;passiv;2/A1;II;s;;
normal;normal, üblich;aktiv;2/A1;II;a;;
celebration;Feier;aktiv;2/A1;II;s;;
member;Mitglied;aktiv;2/A2;II;s;David is a *member* of a football club.;
festival;Fest;aktiv;2/A2;II;s;There are many music *festivals* in summer.;
Chinese New Year;Chinesisches Neujahrsfest;passiv;2/A2;II;s;;
New Year;Neujahr;aktiv;2/A2;II;s;1st January = *New Year*;
Diwali;hinduistisches Lichterfest;passiv;2/A2;II;s;;
to decorate;dekorieren;aktiv;2/A2;II;v;to *decorate* – decoration;
to put up;aufhängen, hochheben;passiv;2/A2;II;irr;;
banner;Transparent, Banner, Fahne;passiv;2/A2;II;s;;
because;weil, da;passiv;2/A2;II;k;;
to bring good/bad luck;Glück bringen/Unglück bringen;passiv;2/A2;II;ph;;
luck (no pl);Glück;aktiv;2/A2;II;s;Good *luck*!;
envelope;Briefumschlag;passiv;2/A2;II;s;;
dumpling;Teigtasche;passiv;2/A2;II;s;;
rice pudding;Milchreis;passiv;2/A2;II;s;;
famous;berühmt;aktiv;2/A2;II;a;Elvis Presley was a *famous* singer.;
dragon;Drache;passiv;2/A2;II;s;;
dance (no pl);Tanz;aktiv;2/A2;II;s;;
fireworks (pl);Feuerwerk;aktiv;2/A2;II;s;;ID 4771163
noise (no pl);Lärm, Krach;aktiv;2/A2;II;s;There’s a lot of *noise* on our street.;ID 4771165
to keep away;fernhalten;passiv;2/A2;II;irr;;
Hindu;Hindu, hinduistisch, Hindu-;passiv;2/A2;II;s/a;;
to perform;vorführen, aufführen;aktiv;2/A2;II;v;They *performed* a fantastic circus show.;
goddess;Göttin;passiv;2/A2;II;s;;
wealth;Reichtum, Vermögen, Fülle;passiv;2/A2;II;s;;
candle;Kerze;aktiv;2/A2;II;s;;
into;in;aktiv;2/A2;II;pr;;ID 4771164
each other;einander, gegenseitig;aktiv;2/A2;II;ph;Jo and Tom are talking to *each other*.;
the best thing (about);das Beste (an);passiv;2/A2;II;ph;;
to blow up;aufblasen, hier: in die Luft sprengen;passiv;2/A2;II;irr;;
Houses of Parliament;das Parlament (von Großbritannien);passiv;2/A2;II;s;;
to kill;töten, umbringen;aktiv;2/A2;II;v;Tigers can *kill* other animals and eat them.;
king;König;aktiv;2/A2;II;s;Henry VIII was *King* of England.;
to light;anzünden;passiv;2/A2;II;irr;;
bonfire;Freudenfeuer, Scheiterhaufen;passiv;2/A2;II;s;;
past;Vergangenheit;aktiv;2/A2;II;s;In the *past*, people didn’t have computers.;
dummy;Puppe;passiv;2/A2;II;s;;
penny;Penny (Untereinheit des brit. Pfunds);passiv;2/A2;II;s;;
baked potato;Ofenkartoffel;passiv;2/A2;II;s;;
toffee apple;kandierter Apfel;passiv;2/A2;II;s;;
to imagine;sich vorstellen;aktiv;2/A2;II;v;;ID 4771167
would;würde(n/st/t);aktiv;2/A2;II;v;;
reason;Grund;aktiv;2/A2;II;s;Why don’t you like Jo? What’s the *reason*?;
English-speaking;englischsprachig;aktiv;2/A3;II;a;England and the USA are *English-speaking* countries.;
Hogmanay;traditionelles schottisches Neujahrsfest;passiv;2/A3;II;s;;
St Patrick's Day;irischer Nationalfeiertag;passiv;2/A3;II;s;;
to include;beinhalten, hier: mit einschließen;aktiv;2/A3;II;v;;
planner;Planer/in;passiv;2/B;II;s;;
What is ... about?;Worum geht es in/bei ...?;aktiv;2/B2;II;ph;*What is* the film *about*? – It’s about a boy who wants to be famous.;
in style;stilvoll;passiv;2/B2;II;ph;;
would like to;würde(n/st/t) gern;aktiv;2/B2;II;ph;Jane *would like to* be famous.;
fabulous;fabelhaft, sagenhaft;aktiv;2/B2;II;a;How was your holiday? – It was *fabulous*.;
himself;sich, selbst, hier: persönlich;passiv;2/B2;II;p;;
message;Nachricht, Botschaft;aktiv;2/B2;II;s;James is not here. Would you like to leave a *message*?;
to organize;organisieren;passiv;2/B3;II;v;;
before;bevor, ehe;aktiv;2/B3;II;k;Let’s go home *before* it starts to rain.;
to close;schließen, zumachen;aktiv;2/B3;II;v;to *close* ↔ to open;
rocket;Rakete;aktiv;2/B3;II;s;;ID 4771166
banger;Knaller, Kracher;passiv;2/B3;II;s;;
to be crazy about sb/sth;nach jdm/etw verrückt sein;passiv;2/B3;II;ph;;
noisy;laut;aktiv;2/B3;II;a;*noisy* ↔ quiet;
the ... the;je ..., desto ...;aktiv;2/B3;II;k;George likes bangers. *The* noisier *the* better!;
sparkler;Wunderkerze;passiv;2/B3;II;s;;
wouldn't (= would not);würde(n/st/t) nicht;aktiv;2/B3;II;ph;I *wouldn’t* like to go to the party.;
quite;ziemlich, ganz;aktiv;2/B3;II;av;;
anyone in particular;jemand Bestimmtes;passiv;2/B3;II;p;;
Stop it! (informal);Hör auf!, Hört auf!;passiv;2/B3;II;ph;;
bossy-boots (BE, informal);rechthaberische, belehrende Person;passiv;2/B3;II;s;;
Greek;Grieche/Griechin, griechisch;passiv;2/B3;II;s/a;;
whatever;was auch immer, egal was;passiv;2/B3;II;p;;
crisps (pl, BE);Chips;aktiv;2/B3;II;s;;ID 4771162
to text (sb);(jdm) eine SMS senden;aktiv;2/B3;II;ph;Steve *texts* his friends every day.;ID 4771169
else;sonst (noch);aktiv;2/B3;II;av;Who *else* is coming to the party?;
the same;der-/die-/dasselbe;aktiv;2/B3;II;ph;;
annoyed;verärgert;aktiv;2/B4;II;a;My teacher is *annoyed* because I didn’t do my homework.;
nosy;neugierig;aktiv;2/B4;II;a;Anna is very *nosy*. She likes to know everything about people.;
bossy;herrschsüchtig, herrisch;aktiv;2/B4;II;a;John is *bossy*. He always tells me what to do.;
to react (to sb/sth);(auf jdn/etw) reagieren;aktiv;2/B5;II;v;How did Alex *react to* the bad news? – He was very sad.;
news (pl);Neuigkeit, Nachricht;aktiv;2/B5;II;s;How did Alex react to the bad *news*? – He was very sad.;
speaking;sprechend, hier: am Apparat;passiv;2/B5;II;v;;
it's (= it is);es ist, hier: hier spricht;passiv;2/B5;II;ph;;
just;nur, bloß, einfach, hier: gerade;aktiv;2/B5;II;av;Helen *just* called – What did she say?;
will;werden;passiv;2/B5;II;v;;
Guess what!;Stell dir vor!, Rate mal!;passiv;2/B5;II;ph;;
as;als, hier: wie;aktiv;2/B5;II;pr;;
us (informal);uns, hier: wir;passiv;2/B5;II;p;;
What a mess!;Was für ein Durcheinander!;passiv;2/B5;II;ph;;
mess (no pl);Unordnung, Durcheinander;passiv;2/B5;II;s;;
to sort out;klären/regeln;passiv;2/B5;II;v;;
won't (= will not);nicht werden;passiv;2/B5;II;ph;;
tense;Zeitform, Tempus;aktiv;2/B6;II;s;The simple present and the simple past are *tenses*.;
future;Zukunft;aktiv;2/B6;II;s;;
positive;positiv, hier: bejahend;aktiv;2/B6;II;a;;
negative;negativ, ablehnend, hier: verneinend;aktiv;2/B6;II;a;;
to form;formen, bilden;aktiv;2/B6;II;v;Can you *form* a sentence in French?;
to introduce;vorstellen, hier: einleiten;passiv;2/B6;II;v;;
probably;wahrscheinlich;aktiv;2/B8;II;av;I can *probably* come to your party, but I am not 100% sure.;
to be upset (about sth);(über etw) traurig/aufgebracht sein;aktiv;2/B8;II;ph;Karen’s cat is ill. She *is* very *upset about* it.;
soon;bald;aktiv;2/B8;II;av;When is your birthday? – It’s *soon*. It’s next week.;
part;Teil;aktiv;2/B8;II;s;Which *part* of the story did you like best?;
to feel;(sich) fühlen, hier: halten von;aktiv;2/B9;II;irr;How do you *feel* about my idea?;
necessary;nötig, notwendig, erforderlich;passiv;2/B9;II;a;;
to make;machen, hier: ausmachen;aktiv;2/C1;II;irr;What *makes* a great party?;
to expect;erwarten, rechnen;passiv;2/C2;II;v;;
actually;eigentlich, wirklich, hier: tatsächlich;passiv;2/C2;II;av;;
to speak to sb;mit jdm reden;aktiv;2/C2;II;v;Tom is very sad. I must *speak to* him.;
to follow sb around;jdm überallhin folgen;passiv;2/C2;II;ph;;
embarrassing;peinlich, unangenehm;aktiv;2/C2;II;a;I forgot your birthday. How *embarrassing*!;
to have a crush on;verknallt sein in;passiv;2/C2;II;ph;;
to want sb to do sth;wollen, dass jd etw tut;aktiv;2/C2;II;ph;;
embarrassed;verlegen, peinlich berührt;aktiv;2/C2;II;a;;
still;(immer) noch, noch immer;aktiv;2/C2;II;av;Zoe is *still* in bed at 11 o’clock.;
important;wichtig, wesentlich, bedeutend;aktiv;2/C2;II;a;Don’t forget it. It’s *important*.;
conversation;Gespräch, Unterhaltung;aktiv;2/C3;II;s;I had a *conversation* with my brother. We talked for hours.;
about;über, hier: wegen;aktiv;2/C5;II;pr;My parents are worried *about* my exam results.;
preparation;Vorbereitung, Zubereitung;aktiv;2/C5;II;s;There is lots of *preparation* to do for the party.;
bored;gelangweilt;aktiv;2/C5;II;a;I have nothing to do. I am *bored*.;
to get scared;sich (anfangen zu) fürchten;aktiv;2/C5;II;ph;My dog *gets scared* when it’s noisy.;
following;folgende(r, s);passiv;2/P8;II;a;;
chain;Kette;passiv;2/C6;II;s;;
fantasy;Vorstellung, Fantasie;passiv;2/C6;II;s;;
to travel;reisen;passiv;2/C6;II;v;;
everyone;jede/r, hier: alle zusammen;aktiv;2/C7;II;p;Hello *everyone*!;
guy;Kerl, Typ, hier: Guy-Fawkes-Puppe;passiv;2/C7;II;s;;
might;vielleicht;passiv;2/C7;II;v;;
samosa;indische Teigtasche;passiv;2/C7;II;s;;
to die (of);sterben (an);aktiv;2/C7;II;v;to *die* ↔ to live;
inside;innen, drinnen, hier: nach drinnen;aktiv;2/C7;II;av;Let’s go *inside*, it’s starting to rain.;
What a/an ...!;Was für ein(e) ...!;passiv;2/C7;II;ph;;
to spoil;verderben, ruinieren;passiv;2/C7;II;irr;;
doorbell;Türklingel;passiv;2/C7;II;s;;
caption;Überschrift, Titel, Bildunterschrift;passiv;2/C7;II;s;;
toward(s);in Richtung, hier: gegenüber;aktiv;2/C7;II;pr;;
to land;landen;passiv;2/C7;II;v;;
to go off;hochgehen, explodieren;passiv;2/C7;II;irr;;
at once;sofort;passiv;2/C7;II;ph;;
so;so, hier: sehr;aktiv;2/C7;II;av;I’m *so* happy. = I’m very happy.;
although;obwohl;aktiv;2/C7;II;k;;
to get;erhalten, bekommen, hier: werden;aktiv;2/C7;II;irr;It*’s getting* late. I must go now.;
to cheer up;aufmuntern;aktiv;2/C7;II;v;She’s so sad. We must *cheer* her *up*.;
to carry;tragen;aktiv;2/C7;II;v;She*’s carrying* five bags.;ID 4771168
atmosphere;Atmosphäre, Stimmung;passiv;2/C8;II;s;;
beginning;Anfang, Beginn;aktiv;2/C8;II;s;*beginning* ↔ end;
end;Ende, Schluss;aktiv;2/C8;II;s;;
by heart;auswendig;aktiv;2/C8;II;ph;Did you learn the poem *by heart*?;
to ring (up);anrufen, klingeln, läuten;aktiv;2/C9;II;irr;Sophie *rings* her grandmother every weekend to talk to her.;
to speculate (on);spekulieren, Vermutungen anstellen (über);aktiv;2/C10;II;v;We don’t know why. We can only *speculate*.;
to agree (on);zustimmen, sich einigen (auf);aktiv;2/C10;II;v;Do you want to meet tomorrow or on Friday? We need to *agree on* a day.;
speech bubble;Sprechblase;passiv;2/C10;II;s;;
sight;Sehenswürdigkeit;aktiv;3/A2;II;s;Big Ben and the London Eye are famous London *sights*.;
order;Ordnung, Reihenfolge;passiv;3/A2;II;s;;
about;über, hier: an;aktiv;3/A2;II;pr;What information on this page is*about* London?;
I'd like to (= I would like to);ich würde gern;passiv;3/A3;II;ph;;
bottom;Boden, (unteres) Ende;passiv;3/A3;II;s;;
page;Seite;aktiv;3/A3;II;s;Look at *page* 48 of your book.;
to make sb do sth;jdn zu etwas bringen, jdn etwas tun lassen;passiv;3/A3;II;ph;;
to be worth sth;etw wert sein;passiv;3/A3;II;ph;;
visit;Besuch;passiv;3/A3;II;s;;
attraction;(Touristen)attraktion;aktiv;3/A3;II;s;Vicky thinks the best *attraction* in London is Big Ben.;
tourist;Tourist/in;passiv;3/A4;II;s;;
corner;Ecke;aktiv;3/A4;II;s;The house is on the *corner* of New Street.;ID 4780144
acrobat;Akrobat/in;passiv;3/A4;II;s;;
musician;Musiker/in;passiv;3/A4;II;s;;
once;früher, einst;passiv;3/A4;II;av;;
vegetable;Gemüse;aktiv;3/A4;II;s;;ID 4780160
to watch out (for);aufpassen (auf);passiv;3/A4;II;ph;;
right;gleich, direkt;passiv;3/A4;II;av;;
across;über, hier: jenseits, gegenüberliegend;aktiv;3/A4;II;pr;My house is *across* the road. Over there!;
costume;Kostüm;aktiv;3/A4;II;s;At Halloween, people wear *costumes*.;
prop;Requisit;passiv;3/A4;II;s;;
programme;Programm, Sendung;passiv;3/A4;II;s;;
to get into;einsteigen in;aktiv;3/A4;II;ph;*Get into* the car! We have to leave now.;
yourself (pl yourselves);dich, dir, selbst;passiv;3/A4;II;p;;
to race;rennen, hier: rasen;passiv;3/A4;II;v;;
stadium;Stadion;aktiv;3/A4;II;s;;ID 4780155
to be into sb/sth (informal);an jdm/etw interessiert sein;passiv;3/A4;II;ph;;
spectacular;atemberaubend, fantastisch;aktiv;3/A4;II;a;The holiday was *spectacular*. Everyone really enjoyed it.;
virtual;virtuell;passiv;3/A4;II;a;;
(a) must (no pl);(ein) Muss;passiv;3/A4;II;s;;
stunning;toll, fantastisch, umwerfend;aktiv;3/A4;II;a;It was a *stunning* film. We all liked it.;
to explore;erforschen, untersuchen;aktiv;3/A4;II;v;We have only one day to *explore* the city.;
the universe;das Universum;passiv;3/A4;II;s;;
technology;Technologie, Technik;passiv;3/A4;II;s;;
to change;(ver)ändern;aktiv;3/A4;II;v;Some things never *change*.;
for free (informal);gratis, umsonst;aktiv;3/A4;II;ph;You can get into the Science Museum *for free*.;
still;trotzdem;aktiv;3/A4;II;av;You don’t like art? You should *still* visit the Tate Modern just to see the building.;
building;Gebäude;aktiv;3/A4;II;s;You don’t like art? You should still visit the Tate Modern just to see the *building*.;
power station;Kraftwerk;passiv;3/A4;II;s;;
floor;Boden, hier: Stock(werk);aktiv;3/A4;II;s;Sarah lives on the 7th *floor*.;
view;(Aus)sicht, (Aus)blick;aktiv;3/A4;II;s;He is enjoying the spectacular *view*.;ID 1394769
to show sb (a)round;jdn herumführen;aktiv;3/B1;II;ph;When you come to visit, I will *show you around* the city.;
to wait;warten, hier: erwarten;aktiv;3/B1;II;v;It’s my birthday soon. I can’t *wait*!;
before;zuvor, vorher;aktiv;3/B1;II;av;Have you been to London *before*?;
though;trotzdem, hier: aber;aktiv;3/B1;II;av;I like warm weather. I hope it’s not too hot, *though*.;
natural history (no pl);Naturkunde;passiv;3/B1;II;s;;
yet;bis jetzt, schon, noch;aktiv;3/B1;II;av;Have you met our new teacher *yet*?;
especially;besonders, insbesondere;passiv;3/B1;II;av;;
I'd (= I would);ich würde;passiv;3/B1;II;ph;;
not ... anything else;gar nichts anderes;passiv;3/B1;II;ph;;
since;seitdem, seither;aktiv;3/B1;II;av;Daniel has won tickets for the football match. He hasn’t talked about anything else *since*.;
there;dahin, dorthin;passiv;3/B1;II;av;;
Chamber of Horrors;Horrorkabinett;passiv;3/B1;II;s;;
anyway;sowieso, jedenfalls, hier: na ja;passiv;3/B1;II;av;;
You must be joking! (informal);Das meinst du doch nicht im Ernst!;passiv;3/B1;II;ph;;
honest;ehrlich;aktiv;3/B1;II;a;What about the Tate Modern? – To be *honest*, I’m not into art.;
to change one's mind;es sich anders überlegen, hier: seine Meinung ändern;aktiv;3/B1;II;ph;Michael won’t come to the party. He *has changed his mind*.;
store;Laden, Geschäft, Kaufhaus;aktiv;3/B1;II;s;;
busy;beschäftigt, arbeitsreich, hier: ereignisreich;aktiv;3/B1;II;a;We’re going to have a *busy* weekend: London Zoo, Madame Tussauds, the London Eye ...;
to go on a tour;eine Tour machen;aktiv;3/B1;II;ph;Let’s *go on a* sightseeing *tour*!;
to pay;(be)zahlen;aktiv;3/B1;II;irr;My parents have offered to *pay* for tickets.;
suggestion;Vorschlag;aktiv;3/B1;II;s;He’s making a *suggestion*.;ID 3671290
before;vor;aktiv;3/B3;II;pr;*before* ↔ after;
to pack one's bags;die Koffer packen;aktiv;3/B3;II;ph;Jason had one hour to *pack his bags* for his holiday.;
to look up sth;etw nachschlagen, etw heraussuchen;aktiv;3/B3;II;ph;When does the show begin? – I don’t know. I must *look it up*.;
train;Zug;aktiv;3/B3;II;s;;ID 4780158
battery;Batterie;aktiv;3/B3;II;s;;
to e-mail;e-mailen, eine E-Mail schreiben;passiv;3/B3;II;v;;
top;oberes Ende, Spitze;aktiv;3/B4;II;s;at the *top*;ID 4780157
middle;Mitte;aktiv;3/B4;II;s;in the *middle*;ID 4780157
letter;Brief, hier: Buchstabe;passiv;3/B4;II;s;;
below;unter, unterhalb;aktiv;3/B4;II;pr;*below* the heading;ID 4780157
heading;Überschrift, Titel;aktiv;3/B4;II;s;below the *heading*;ID 4780157
choice;Wahl, hier: Auswahl;passiv;3/B4;II;s;;
meaning;Bedeutung;passiv;3/B5;II;s;;
similar;ähnlich;aktiv;3/B5;II;a;Tom and Greg are brothers. They look *similar*.;
dictionary;Wörterbuch;aktiv;3/B5;II;s;Look the word up in a *dictionary*!;
search;Suche, hier: Suchaufgabe;passiv;3/B6;II;s;;
to hop on;schnell einsteigen;passiv;3/B7;II;ph;;
to hop off;schnell aussteigen;passiv;3/B7;II;ph;;
ever;jemals;aktiv;3/B7;II;av;;
double-decker;Doppeldecker;passiv;3/B7;II;s;;
all over the place;überall;passiv;3/B7;II;ph;;
battleship;Schlachtschiff;passiv;3/B7;II;s;;
not that high on my list;nicht so weit oben auf meiner Liste;passiv;3/B7;II;ph;;
anyway;sowieso, jedenfalls, hier: ohnehin;aktiv;3/B7;II;av;The teacher explained the task to us again but we knew it *anyway*.;
to book;reservieren, buchen;aktiv;3/B7;II;v;We should *book* the hotel soon.;
even if;selbst wenn;passiv;3/B7;II;ph;;
to admit;zugeben;aktiv;3/B7;II;v;Helen did not want to *admit* her mistake.;
the real thing;das Echte, das Wahre;passiv;3/B7;II;ph;;
phone call (= telephone call);Anruf, Telefongespräch;aktiv;3/B7;II;s;Anna has just called. – What was the *phone call* about?;
right (informal);also;passiv;3/B7;II;i;;
like this;so, auf diese Weise;passiv;3/B8;II;ph;;
winner;Gewinner/in, Sieger/in;aktiv;3/B9;II;s;No. 19 is the *winner*.;ID 4754616
queen;Königin;aktiv;3/B9;II;s;;
to go on a trip;einen Ausflug/eine Reise machen;aktiv;3/B9;II;ph;The weather is great. Let’s *go on a trip* to the seaside!;
step;Schritt, hier: (Treppen)stufe;aktiv;3/B9;II;s;;
inside;innen, drinnen;passiv;3/B9;II;av;It was very warm *inside* the house.;
squirrel;Eichhörnchen;passiv;3/B9;II;s;;
to lose one's way;sich verirren;aktiv;3/C1;II;ph;I don’t know where I am. I*'ve lost my way*.;
to lose sight of;aus den Augen verlieren;passiv;3/C1;II;ph;;
frightened;verängstigt;aktiv;3/C1;II;a;William was very *frightened* when he lost his way.;
well organized;gut organisiert;passiv;3/C2;II;av;;
only;nur, hier: erst;aktiv;3/C2;II;av;It’s *only* 3 o’clock and I’m already hungry!;
to lose;verlieren, hier: aus den Augen verlieren;aktiv;3/C2;II;irr;;
Tube;hier: die (Londoner) U-Bahn;passiv;3/C2;II;s;;
full;voll, hier: überfüllt;aktiv;3/C2;II;a;The Tube is usually very *full*.;
to get off;aussteigen;aktiv;3/C2;II;irr;Let’s *get off* the train at Baker Street.;
not ... anymore;nicht mehr;aktiv;3/C2;II;ph;I *don’t* talk to him *anymore*.;
station;Bahnhof, Haltestelle, Station;aktiv;3/C2;II;s;Baker Street is one of the biggest Underground *stations* in London.;
to get lost;sich verirren, sich verlaufen;aktiv;3/C2;II;ph;to *get lost* = to lose one’s way;
bathroom;Bad(ezimmer);aktiv;3/C2;II;s;;
here;hierher;passiv;3/C2;II;av;;
dead;tot;aktiv;3/C2;II;a;;
to charge;aufladen;passiv;3/C2;II;v;;
that's why;deshalb, darum, deswegen;aktiv;3/C2;II;ph;Ryan is ill. *That’s why* he can’t come.;
the Underground (BE, no pl);U-Bahn;aktiv;3/C2;II;s;Let’s take *the Underground*. It’s faster than the bus.;
road;Straße;aktiv;3/C2;II;s;;ID 4038693
sign;Zeichen, (Straßen-/Verkehrs)schild;aktiv;3/C2;II;s;;ID 4145485
past;an ... vorbei, hinter, nach;aktiv;3/C2;II;pr;Walk *past* the hotel.;
huge;riesig, riesengroß;aktiv;3/C2;II;a;;
queue;Schlange, Reihe;passiv;3/C2;II;s;;
along;entlang;aktiv;3/C2;II;pr;Walk *along* the road.;
to turn right/left;rechts/links abbiegen;aktiv;3/C2;II;ph;*Turn left /right* at the hotel.;
to walk straight on;immer geradeaus weiterlaufen;aktiv;3/C2;II;ph;*Walk straight on*.;
to walk on;weiterlaufen;aktiv;3/C2;II;ph;;
just;hier: gerade;passiv;3/C2;II;av;;
to cross;überqueren;aktiv;3/C2;II;v;*Cross* the main street when you see a big, red building.;
main;Haupt-;aktiv;3/C2;II;a;Cross the *main* street when you see a big, red building.;
it says;darauf steht;passiv;3/C2;II;ph;;
directions (pl);Anweisungen, Instruktionen, hier: Wegbeschreibung;passiv;3/C2;II;s;;
church;Kirche;aktiv;3/C3;II;s;;ID 4780168
hospital;Krankenhaus;aktiv;3/C3;II;s;Olivia’s dad is in *hospital*. He’s very ill.;
university;Universität(s-);aktiv;3/C3;II;s/a;;
till (= until);bis;aktiv;3/C3;II;k;Walk on *until* you see a big, green building.;
to describe;beschreiben;aktiv;3/C5;II;v;;
which;der/die/das;aktiv;3/C5;II;p;This is the house *which* my parents bought in 1995.;
to belong to sb;jdm gehören;aktiv;3/C5;II;v;This isn’t my car. It *belongs to* my sister.;
Sir;engl. Adelstitel;passiv;3/C5;II;s;;
writer;Verfasser/in, Autor/in;aktiv;3/C5;II;s;Charles Dickens was a famous *writer*.;
who;der/die/das;aktiv;3/C5;II;p;Sir Arthur Conan Doyle is the writer *who* created Sherlock Holmes.;
to create;erschaffen;passiv;3/C5;II;v;Sir Arthur Conan Doyle is the writer who created Sherlock Holmes.;
to star in a film/play;in einem Film/Theaterstück die Hauptrolle spielen;passiv;3/C5;II;ph;;
to look around;sich umsehen;aktiv;3/C5;II;v;*Look around*. What can you see?;
